Strike,CallImpliedVol,PutImpliedVol,CallDelta,PutDelta,At-the-money
419.0,0.2050268125358656,0.20507316427630357,0,0,False
420.0,0.20307127147994858,0.20292564624016984,0,0,False
421.0,0.20109306928949638,0.20086048449005006,0,0,False
422.0,0.19912038464329498,0.1988802137342314,0,0,False
423.0,0.1970731697971111,0.19698405149732934,0,0,False
424.0,0.19527147466820677,0.19509274336942733,0,0,False
425.0,0.19323544909998688,0.19336342708504736,0,0,False
426.0,0.1916833033676172,0.19148804647170756,0,0,False
427.0,0.18949835340751908,0.18936246867373352,0,0,False
428.0,0.1872370297329714,0.18731519402856564,0,0,False
429.0,0.1855596668125769,0.1853457463856274,0,0,False
430.0,0.18315858870425858,0.1833810674397187,0,0,False
431.0,0.18163720091876867,0.1815645742789486,0,0,False
432.0,0.17990183531049547,0.17968702051557164,0,0,False
433.0,0.1777398582582621,0.17758948092845692,0,0,False
434.0,0.17558430641168996,0.17542968807087947,0,0,False
435.0,0.17363127825409455,0.17347777932110411,0,0,False
436.0,0.1717493293229774,0.1715299704811511,0,0,False
437.0,0.16987294197429448,0.16978577323722877,0,0,False
438.0,0.1677586902292096,0.16760759044023568,0,0,False
439.0,0.1656326732941692,0.16548285476183716,0,0,False
440.0,0.16364113699987176,0.16342638897096787,0,0,False
441.0,0.16171639450461373,0.161501970185684,0,0,False
442.0,0.15985961017470912,0.15964081019731377,0,0,False
443.0,0.15767197985763667,0.15745936886729445,0,0,False
444.0,0.15540475764342093,0.15531739300580946,0,0,False
445.0,0.15339060597365514,0.1533642569673738,0,0,False
446.0,0.1515051197630917,0.1514744464205338,0,0,False
447.0,0.14949154928763012,0.14939302736796287,0,0,False
448.0,0.14734401109633447,0.14748802706817268,0,0,False
449.0,0.14538413305813838,0.14552592004946133,0,0,False
450.0,0.14355059141938195,0.1436246150167834,0,0,False
451.0,0.14149491380213491,0.14161711981180594,0,0,True
452.0,0.13942910636726916,0.1395488669909389,0,0,False
453.0,0.13748970929031037,0.13736318266652123,0,0,False
454.0,0.13573584419550422,0.13547124066466967,0,0,False
455.0,0.13367790500542484,0.1332796816820826,0,0,False
456.0,0.13172833565744896,0.13138196119738632,0,0,False
457.0,0.13002698254004985,0.12966203857627517,0,0,False
458.0,0.1280764096725821,0.12761607862630953,0,0,False
459.0,0.12622566477928676,0.12587511008382757,0,0,False
460.0,0.12462900769491277,0.12412823673958848,0,0,False
461.0,0.12293945244937483,0.12238390014481036,0,0,False
462.0,0.12119055240472797,0.12080623690004735,0,0,False
463.0,0.11983572114204767,0.11954280361322141,0,0,False
464.0,0.11824232450646995,0.11795963980140392,0,0,False
465.0,0.11675263007850828,0.11650123441308559,0,0,False
466.0,0.11567727818123955,0.1154123714090342,0,0,False
467.0,0.11420768196723814,0.11390100478329498,0,0,False
468.0,0.11311321264294676,0.11274836868460379,0,0,False
469.0,0.11208499826908765,0.11168510645221424,0,0,False
470.0,0.11092786479655681,0.11054540364245687,0,0,False
471.0,0.11017918602590834,0.10962550755248346,0,0,False
473.0,0.10847153404321276,0.10766390872002132,0,0,False
474.0,0.10795391906261996,0.10689938309971035,0,0,False
475.0,0.10713906687815902,0.10607555360350975,0,0,False
476.0,0.10673341065871911,0.10542158474562431,0,0,False
477.0,0.10647695443261775,0.10481250422374785,0,0,False
479.0,0.10572260207975681,0.10366789084601326,0,0,False
480.0,0.10539356540053442,0.10296129265182456,0,0,False
483.0,0.10501500426067795,0.1014516537273427,0,0,False
484.0,0.10508831894025777,0.10105886480072725,0,0,False
485.0,0.10516137053231076,0.10059556894363791,0,0,False
486.0,0.1050786102724962,0.10003619737468891,0,0,False
487.0,0.1053276667692896,0.09938039960604929,0,0,False
488.0,0.10518665035826812,0.09849784396692277,0,0,False
490.0,0.10510154029167822,0.09687890309473188,0,0,False
495.0,0.10578605766015721,0.0808531556790372,0,0,False
500.0,0.10743748668294341,,0,0,False
510.0,0.11225687292830375,,0,0,False
